Sr No,Date dd/mm/yyyy,StartupName,Industry Vertical,SubVertical,CityLocation,CityCode,InvestorsName,InvestmentnType,AmountUSD,Remarks
606,14/09/2017,WheelStreet,Consumer Portal,Bike Rental Platform,Bangalore,506,Y Combinator,Seed Funding,120000,nan
607,14/09/2017,Xprep,Consumer Internet,Online Tutoring Platform,New Delhi,507,"Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa",Private Equity,0,nan
608,18/09/2017,The Moms Co,eCommerce,Pregnancy & Baby Care product etailer,Gurgaon,508,"DSG Consumer Partners, Saama Capital",Private Equity,1000000,nan
609,19/09/2017,Noticeboard,Technology,"mobile-first communication platform for on-field staff,",Bangalore,509,"Shamik Sharma, Aprameya Radhakrishna",Seed Funding,0,nan
610,19/09/2017,High Radius,Technology,Integrated receivables software solutions,Hyderabad,510,Susquehanna Growth Equity LLC,Private Equity,50000000,nan
611,20/09/2017,HWell24 Plus,Healthcare,Technology-Empowered Healthcare Solutions,Mumbai,511,Undisclosed Investors,Seed Funding,0,nan
612,21/09/2017,SaveBC,Finance,financial services firm,Gaya,512,Incofin Investment Management.,Private Equity,6000000,nan
613,21/09/2017,Gaming Monk,Consumer Internet,E-sports platform,New Delhi,513,AdvantEdge,Private Equity,0,nan
614,21/09/2017,91SpringBoard,Consumer Internet,Co-working spaces,New Delhi,513,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour",Private Equity,0,nan
615,21/09/2017,Homergize,eCommerce,Home Furnishing & Building material marketplace,Bangalore,514,LG Chandrasekhar,Private Equity,1000000,nan
616,22/09/2017,Yatra.com,eCommerce,Online Travel Agency,Gurgaon,515,InnoVen Capital India,Debt Funding,15400000,nan
617,22/09/2017,Ace Turtle,Technology,Omni-channel web commerce solutions provider,Bangalore,516,InnoVen Capital,Private Equity,0,nan
618,25/09/2017,Vogo,Consumer Internet,Scooter Rental Platform,Bangalore,516,AV Thomas Group,Seed Funding,0,nan
619,25/09/2017,Synup,Technology,SME Marketing Management Solution,Bangalore,516,"Vertex Ventures, Prime Venture Partners.",Private Equity,6000000,nan
620,25/09/2017,Tinmen,Consumer Internet,Food Delivery platform,Hyderabad,517,Zomato Media Pvt. Ltd,Private Equity,0,nan
621,25/09/2017,Cropin,Technology,Crop Technology Solutions,Bangalore,518,Beenext,Private Equity,0,nan
622,25/09/2017,Rapido,Consumer Internet,Bike Aggregator Mobile App,Bangalore,518,Battery Road Digital Holdings LLC,Seed Funding,422000,nan
623,25/09/2017,Sportobuddy,Consumer Internet,Sports & Sport related equipment portal,Mumbai,519,Mehul Shah,Seed Funding,150000,nan
624,26/09/2017,Credifiable,Consumer Internet,Online consumer lending platform,Bangalore,520,Kae Capital,Private Equity,0,nan
625,26/09/2017,Inclov,Consumer Internet,Matchmaking app for the differently abled,Gurgaon,521,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Seed Funding,0,nan
626,26/09/2017,Multibhashi,Consumer Internet,Language learning Mobile App,Bangalore,522,"Aniruddha Malpani, Startup Oasis",Seed Funding,0,nan
627,27/09/2017,Transerve,Technology,Geospatial Technology-based SaaS solutions,Mumbai,523,"IL&FS Investment Managers, Omidyar Network.",Private Equity,1600000,nan
628,27/09/2017,Fashalot,Consumer Internet,O2O fashion discovery platform,Gurgaon,524,"Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg",Private Equity,0,nan
629,27/09/2017,Pitstop,Consumer Internet,Car repair and Servicing Platform,Bangalore,525,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,1000000,nan
630,27/09/2017,GoChoppers,Consumer Internet,Luxury Helicopter Tourism Services portal,Gurgaon,526,"Rivergate Capital,",Seed Funding,0,nan
631,27/09/2017,MyUpchar,Consumer Internet,Local Language Health Information portal,New Delhi,527,LetsVenture,Seed Funding,300000,nan
632,28/09/2017,Aadyah,Technology,Defense Tech & Aerospace startup,Bangalore,528,Keiretsu Forum,Private Equity,1000000,nan
633,1/8/2017,TouchKin,Technology,Predictive Care Platform,Bangalore,528,Kae Capital,Private Equity,1300000,nan
634,2/8/2017,Ethinos,Technology,Digital Marketing Agency,Mumbai,529,Triton Investment Advisors,Private Equity,0,nan
635,2/8/2017,Leverage Edu,Consumer Internet,Online platform for Higher Education Services,New Delhi,530,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose",Seed Funding,0,nan
636,2/8/2017,Zepo,Consumer Internet,DIY Ecommerce platform,Mumbai,531,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,500000,nan
637,2/8/2017,Click2Clinic,Consumer Internet,healthcare service aggregator,Hyderabad,532,"Narottam Thudi, Shireesh Palle",Seed Funding,850000,nan
638,3/8/2017,SpeedBox,Logistics,On-Demand Logistics Service provider,Mumbai,533,Cismat Cargo Services Pvt. Ltd.,Seed Funding,300000,nan
639,3/8/2017,Skill Connect,Consumer Internet,Recruitment Portal,Jaipur,534,Rajasthan Angel Investor Network,Seed Funding,0,nan
640,3/8/2017,Chai Point,Consumer Internet,Tea Delivery Portal & offline stores,Bangalore,535,"DSG Consumer Partners, Eight Roads Ventures India",Private Equity,0,nan
641,3/8/2017,Zoctr,Consumer Internet,Health Products & Services Aggregator,Mumbai,536,SIDBI,Private Equity,0,nan
642,4/8/2017,Lime Tray,Technology,Restaurant Management Solutions,New Delhi,537,JSW Ventures,Private Equity,0,nan
643,4/8/2017,CoutLoot,eCommerce,Fashion Resale Marketplace,Mumbai,538,"Anuj Puri, Redcliffe Capital, Artha India Ventures, Siddharth Kothari, Apoorv Ranjan Sharma,",Seed Funding,0,nan
644,4/8/2017,Box My Space,Logistics,Warehouse Aggregator,Mumbai,538,"R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments",Seed Funding,0,nan
645,5/8/2017,Curatio,Healthcare,Skincare Speciality services,Chennai,539,Anicut Capital,Private Equity,0,nan
646,8/8/2017,New Castle Technologies,Technology,Hospital Management Software,Chennai,539,Undisclosed investors,Seed Funding,243000,nan
647,8/8/2017,My Forex Eye,Consumer Internet,foreign exchange services,New Delhi,540,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,220000,nan
648,9/8/2017,TruxApp,Logistics,Mobile based Logistics Service,New Delhi,540,"Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others",Seed Funding,3100000,nan
649,9/8/2017,CroFarm,Technology,Agriculture Supply Chain solutions,Gurgaon,541,Factor[e] Ventures,Seed Funding,783000,nan
650,9/8/2017,DoodhWala,Consumer Internet,Online milk delivery,Bangalore,542,Tom Varkey,Seed Funding,0,nan
651,10/8/2017,Stayabode,Consumer Internet,Co-Living space aggregator,Bangalore,542,"Incubate Fund, Sanjay Shenoy, Mridul Upreti,",Private Equity,0,nan
652,11/8/2017,Flipkart,eCommerce,Online Marketplace,Bangalore,542,Softbank,Private Equity,2500000000,nan
653,11/8/2017,Moong Labs,Technology,Mobile games developer,New Delhi,543,Nazara Games,Private Equity,0,nan
654,11/8/2017,Ola Cabs,Consumer Internet,App based cab aggregation Service,Gurgaon,544,Tekne Capital Management,Private Equity,36000000,nan
655,14/08/2017,Sports Flashes,Consumer Internet,Sports Content Mobile App,New Delhi,545,"Bennett, Coleman and Company Ltd (BCCL),",Private Equity,0,nan
656,14/08/2017,Digilend,Technology,Personal Loans & EMI solutions platform,Mumbai,546,"InCred Finance, Fullerton India Credit Company Ltd",Seed Funding,312000,nan
657,15/08/2017,KNAB Finance,Consumer Internet,Unsecured Small Business Loans,Bangalore,547,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed Funding,385000,nan
658,17/08/2017,Get Simpl,Consumer Internet,Payment Solution Mobile app,Mumbai,548,"Green Visor Capital LP II, IA Venture Strategies Fund II LP, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, SF Capital Investments LP",Seed Funding,0,nan
659,20/08/2017,Rootefy,eCommerce,Building material online store,New Delhi,549,"Abhinav Gupta,",Seed Funding,187000,nan
660,21/08/2017,Uniphore,Technology,speech recognition startup,Chennai,550,IDG Ventures,Private Equity,6800000,nan
661,21/08/2017,Cerebroz,Consumer Internet,E-Tech platform,Vadodara,551,Undisclosed HNI\\xe2\\x80\\x99s,Seed Funding,734000,nan
662,22/08/2017,Flochat,Consumer Internet,instant messaging platform,Mumbai,552,"iSquare Global,",Seed Funding,0,nan
663,22/08/2017,EasyGov,Consumer Internet,Govt service application portal,Noida,553,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed Funding,0,nan
664,23/08/2017,Milk Basket,Consumer Internet,Online Grocery platform,Gurgaon,554,Blume Ventures. Lenovo Capital and Incubator Group (LCIG),Seed Funding,0,nan
665,23/08/2017,Dhruva,Technology,Cloud data protection and management solutions,Pune,555,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,80000000,nan
666,23/08/2017,Bombay Shaving Company,eCommerce,Men Grooming product etailer,New Delhi,556,Fireside Ventures,Private Equity,2300000,nan
667,23/08/2017,Awign,Technology,Operations and manpower outsourcing,Bangalore,557,"IIT Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,",Seed Funding,0,nan
668,23/08/2017,Indiez,Technology,Software & Mobile app development platform,Bangalore,557,Haresh Chawla,Seed Funding,500000,nan
669,24/08/2017,Ezetap,Technology,mPOS solutions provider,Bangalore,557,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,16000000,nan
670,25/08/2017,Ink Monk,Consumer Internet,Online printing marketplace,Chennai,558,"VAMM Ventures, Raksul, Dena",Seed Funding,750000,nan
671,25/08/2017,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bangalore,559,"PBS Srinivas, Vinod Martin,",Seed Funding,125000,nan
672,28/08/2017,Mobikon,Technology,Restaurant & Hotel CRM platform,Pune,560,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,7000000,nan
673,29/08/2017,CureFit,Consumer Internet,End to End health and wellness platform.,Bangalore,561,"Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund",Private Equity,25000000,nan
674,29/08/2017,Doxper,Technology,Healthtech IoT platform,Mumbai,562,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,750000,nan
675,29/08/2017,Fieldassist,Technology,SAAS based sales force automation services,Gurgaon,563,Small Industries Development Bank of India (SIDBI),Debt Funding,0,nan
676,30/08/2017,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bangalore,564,"Ward Ferry Management and Karst Peak Capital,",Private Equity,34000000,nan
677,30/08/2017,MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bangalore,564,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,30000000,nan
678,1/7/2017,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bangalore,564,Reliance Corporate Advisory Services Ltd,Seed Funding,1000000,nan
679,3/7/2017,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,565,"Infuse Ventures, JLL",Private Equity,2600000,nan
680,4/7/2017,Droom,eCommerce,Online marketplace for automobiles,Gurgaon,566,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,20000000,nan
681,5/7/2017,Jumbotail,eCommerce,online marketplace for food and grocery,Bangalore,567,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,8500000,nan
682,5/7/2017,Moglix,eCommerce,B2B marketplace for Industrial products,Noida,568,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,12000000,nan
683,5/7/2017,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,569,BCCL,Private Equity,1000000,nan
684,6/7/2017,Minjar,Technology,Cloud Solutions provider,Bangalore,570,"Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs",Seed Funding,0,nan
685,6/7/2017,MyCity4kids,Consumer Internet,parenting blog and kids\\xe2\\x80\\x99 events discovery platform,Gurgaon,571,N/A,Seed Funding,0,nan
686,7/7/2017,Clip App,Consumer Internet,Digital Media Video platform,Bangalore,572,"India Quotient, Shunwei Capital",Seed Funding,1000000,nan
687,7/7/2017,Upwardly.in,Consumer Internet,MF investment platform,Bangalore,572,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,0,nan
688,10/7/2017,Autorox.co,Technology,Workshop Management Software Platform,Hyderabad,573,Mitsui & Co.,Private Equity,3000000,nan
689,11/7/2017,Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,574,Dunamis Ventures Pte Ltd,Private Equity,2250000,nan
690,11/7/2017,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,575,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,464000,nan
691,11/7/2017,Design Cafe,Consumer Internet,Online Interior Design platform,Bangalore,576,"Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital",Seed Funding,0,nan
692,12/7/2017,Innoviti,Technology,Digital payments solutions,Bangalore,576,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,18500000,nan
693,12/7/2017,VDeliver,Logistics,Door Step Delivery platform,Hyderabad,577,"Corvus Ventures, MAPE Advisory Group",Private Equity,0,nan
694,12/7/2017,Bottr.me,Technology,Chatbot creation tool,Bangalore,578,"500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta",Seed Funding,0,nan
695,12/7/2017,Arcatron,Technology,Next Gen Mobility device manufacturer,Pune,579,Indian Angel Network,Seed Funding,0,nan
696,14/07/2017,QwikSpec,Technology,Construction site operations and analytics platform,Bangalore,580,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,540000,nan
697,14/07/2017,Chumbak,eCommerce,Designer consumer products Marketplace,Bangalore,580,Blacksoil Capital Pvt. Ltd,Private Equity,1700000,nan
698,17/07/2017,Increff,Technology,Sales Solutions for Fashion Brands,Bangalore,580,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,2000000,nan
699,17/07/2017,Vayana,Technology,Enterprise Banking Solutions,Pune,581,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,4000000,nan
700,18/07/2017,MObiquest,Technology,Mobile Services & Solutions,Noida,582,One97 Communication Ltd,Private Equity,0,nan
701,18/07/2017,Ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,583,"Uber Technologies Inc, Amaya Capital LLP",Seed Funding,0,nan
702,18/07/2017,Ideal Insurance,Consumer Internet,Online Insurance platform,Kolkata,584,Xelpmoc,Seed Funding,0,nan
703,18/07/2017,Hypernova Interactive,Technology,Mobile games creator,Bangalore,585,Kae Capital,Seed Funding,0,nan
704,19/07/2017,Rentomojo,Consumer Internet,Consumer Leasing Platform,Bangalore,585,"ain Capital Ventures, Renaud Laplanche",Private Equity,10000000,nan
705,19/07/2017,AirCTO,Consumer Internet,AI powered recruitment platform,Bangalore,585,Francesco Cara,Seed Funding,0,nan
706,19/07/2017,Playablo,Technology,Gamified Learning App,Bangalore,585,ABI-Showatech (India) Ltd,Seed Funding,600000,nan
707,20/07/2017,Trupay,Technology,Online payments platform,Gurgaon,586,"Kae Capital, M&S Partners,",Seed Funding,700000,nan
708,21/07/2017,Brick2Wall,eCommerce,Online Marketplace for Construction Material,Gurgaon,586,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,200000,nan
709,21/07/2017,FableStreet,eCommerce,Women Work wear etailer,New Delhi,587,"Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others",Seed Funding,0,nan
710,21/07/2017,Monsoon Fintech,Technology,Machine Learning Access platform,New Delhi,587,"Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan",Seed Funding,0,nan
711,21/07/2017,MonkeyBox,Consumer Internet,Healthy Food Delivery Platform,Bangalore,588,"Blume Ventures, NB Ventures, Nspira",Seed Funding,0,nan
712,25/07/2017,Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bangalore,588,"Stellaris Venture Partners,",Private Equity,1200000,nan
713,25/07/2017,Byju\\xe2\\x80\\x99s,Consumer Internet,Mobile Learning App,Bangalore,588,Tencent Holdings,Private Equity,35000000,nan
714,26/07/2017,Creator\\xe2\\x80\\x99s Gurukul,Others,Co-Working Space Provider,New Delhi,589,Yuvraj Singh,Seed Funding,0,nan
715,26/07/2017,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,New Delhi,589,Goldman Sachs,Private Equity,25000000,nan
716,26/07/2017,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bangalore,590,"Indian Angel Network, Anand Mahindra",Seed Funding,200000,nan
717,27/07/2017,1mg,eCommerce,Online Pharmacy,Gurgaon,591,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,15000000,nan
718,28/07/2017,Jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,Mumbai,592,Amen Dhyllon,Seed Funding,0,nan
719,28/07/2017,BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,592,Info Edge (India) Ltd,Private Equity,1250000,nan
720,28/07/2017,Gympik.com,Consumer Internet,online marketplace for discovering fitness centres,Bangalore,593,RoundGlass Partners,Seed Funding,0,nan
721,1/6/2017,Tripeur,Technology,Mobile based travel ERP platform,Bangalore,593,"Grace Grace Techno Ventures LLP, Rajul Garg & Other undisclosed investors",Seed Funding,0,nan
722,2/6/2017,RentOnGo,eCommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bangalore,593,TVS Motor Company,Seed Funding,234000,nan
723,5/6/2017,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,594,Emerging India,Private Equity,50000000,nan
724,5/6/2017,MaxMyWealth,Consumer Internet,Online Wealth Management & Savings platform,Mumbai,594,"lockchain ecosystem Global Advisors, Horseferry",Private Equity,0,nan
